NUMBER,STREET,CITY,STATE,POSTCODE,UNIT
12308.0,FERNWOOD CV,Gulfport,MS,39503,
1040.0,BOWSPRIT LN,BRANDON,MS,39047,
11232.0,HENDRY RD,Gulfport,MS,39503,
2300.0,COLLINS BLVD,Gulfport,MS,39507,
3019.0,E FAIRWAY DR,BRANDON,MS,39047,
102.0,MEADOWVIEW DR,BRANDON,MS,39047,
608.0,OVERLOOK PT,BRANDON,MS,39047,
10900.0,E   TAYLOR RD,Gulfport,MS,39503,
22.0,E   52ND ST,Gulfport,MS,39507,
305.0,OAKVILLE CIR,BRANDON,MS,39047,
335.0,N GROVE CIR,BRANDON,MS,39047,
328.0,AZALEA CT,BRANDON,MS,39047,
116.0,RICHLAND EAST CIR,RICHLAND,MS,39218,
901.0,TOWNSHIP RD,Gulfport,MS,39507,
5109.0,17TH ST,Gulfport,MS,39501,
550.0,MAGNOLIA ST,Gulfport,MS,39507,12.0
169.0,BERRY DR,PEARL,MS,39208,
1415.0,DILLER RD,OCEAN SPRINGS,MS,39564,
302.0,CEDAR STONE CT,FLORENCE,MS,39073,
2826.0,23RD AVE,Gulfport,MS,39501,
213.0,TRAYLOR RD,FLORENCE,MS,39073,
520.0,SUNNY CIR,FLORENCE,MS,39073,
523.0,WESTFIELD DR,PEARL,MS,39208,
618.0,BRAEBURN CT,FLOWOOD,MS,39232,
1890.0,HWY 49 S,FLORENCE,MS,39073,
3400.0,14TH ST,Gulfport,MS,39501,
488.0,R T BRADDY RD,FLORENCE,MS,39073,
143.0,MONROE DR,BRANDON,MS,39047,
125.0,HOLLYBERRY RD,BRANDON,MS,39042,
190.0,MANDY DR,BRANDON,MS,39042,
221.0,LEGACY DR,BRANDON,MS,39042,
355.0,AUDUBON CIR,BRANDON,MS,39047,
524.0,JACKSON AV,OCEAN SPRINGS,MS,39564,
11171.0,COLEMAN RD,Gulfport,MS,39503,
406.0,SILVER HILL,PEARL,MS,39208,
1732.0,CABERNET CIR,BRANDON,MS,39047,
1440.0,CHAMPLIN CIR,Gulfport,MS,39507,
330.0,SHERBORNE PL,FLOWOOD,MS,39232,
6147.0,WIRTZ RD,FLOWOOD,MS,39232,
1139.0,OLD FANNIN RD,BRANDON,MS,39047,
10377.0,HUNTLEIGH DR,Gulfport,MS,39503,
294.0,BAKER LN,BRANDON,MS,39047,
211.0,CARRIER BLVD,RICHLAND,MS,39218,
262.0,GREEN HILL RD,FLORENCE,MS,39073,
11.0,RIVERS BEND DR,Gulfport,MS,39507,
4701.0,LAKELAND DR,FLOWOOD,MS,39232,
228.0,MARIE DR,BRANDON,MS,39042,
440.0,CROSSPARK DR,PEARL,MS,39208,1002.0
226.0,CAMELOT WAY,BRANDON,MS,39047,
3635.0,WILCOX DR,PEARL,MS,39208,
8365.0,FLORIDA AVE,Gulfport,MS,39501,9.0
110.0,MAGEE AV,RICHLAND,MS,39218,
225.0,FRONT BEACH DR,OCEAN SPRINGS,MS,39566,
4657.0,HWY 18,BRANDON,MS,39042,
1633.0,OAK ST,JACKSON,MS,39286,
13342.0,JOHN RD,Gulfport,MS,39503,
1015.0,ALEXANDER MYERS RD,FLORENCE,MS,39073,
303.0,WARREN CV,BRANDON,MS,39047,
203.0,GLADEVIEW CT,BRANDON,MS,39047,
901.0,TOPAZ CT,FLOWOOD,MS,39232,
15235.0,O'NEAL RD,Gulfport,MS,39503,
120.0,SUMMER PINE DR,FLORENCE,MS,39073,
238.0,HOLMAR DR,BRANDON,MS,39047,
5014.0,28TH ST,Gulfport,MS,39501,1524.0
1525.0,E   PASS RD,Gulfport,MS,39507,727.0
3601.0,PARK BLVD,Gulfport,MS,39501,
2320.0,MEADOW OAK DR,FLOWOOD,MS,39232,
1066.0,HWY 43 S,PELAHATCHIE,MS,39145,
703.0,SPRING LAKE DR,PEARL,MS,39208,
1210.0,LONDONDERRY LN,OCEAN SPRINGS,MS,39564,
113.0,SANDSTONE DR,BRANDON,MS,39047,
134.0,FOSTER RD,FLORENCE,MS,39073,
2708.0,SAMUEL ST,Gulfport,MS,39503,
3015.0,20TH AVE,Gulfport,MS,39501,
619.0,CHAMBORD DR,APLINGTON,MS,50604,
146.0,RANKIN RD,BRANDON,MS,39042,
106.0,SANDPIPER RD,BRANDON,MS,39047,
835.0,LYNELL DR,BRANDON,MS,39042,
7016.0,72ND AVE,Gulfport,MS,39501,
555.0,CLIFFVIEW DR,BRANDON,MS,39047,
3915.0,HIDI LN,PEARL,MS,39208,
128.0,SLOAN DR,RICHLAND,MS,39218,
3911.0,YOSEMITE DR,OCEAN SPRINGS,MS,39564,
2703.0,OLD COUNTRY CLUB RD,PEARL,MS,39208,
2.0,BAYOU PL,Gulfport,MS,39503,
