NUMBER,STREET,CITY,STATE,POSTCODE,UNIT
4212.0,KIMBALL AVE,MEMPHIS,TN,38111,
111.0,BRETHERN CHURCH RD,Washington County,TN,37659,
106.0,ANTLER DR,Rutherford,TN,37130,
4400.0,SHORES RD,Rutherford,TN,37128,
415.0,E  10TH ST,CHATTANOOGA,TN,37403,
1200.0,CRANBERRY DR,Rutherford,TN,37129,
3101.0,W MARKET ST,Johnson City,TN,37604,220.0
4808.0,WHITTIER DR,OLD HICKORY,TN,37138,
101.0,MED-TECH PKWY,Johnson City,TN,37604,407.0
404.0,WILLIFORD ST,MEMPHIS,TN,38112,
1220.0,VERNON CV,MEMPHIS,TN,38122,
828.0,WHEELER AVE,CHATTANOOGA,TN,37406,
226.0,WELLINGTON DR,MADISON,TN,37115,
759.0,WADE RD,Sevier,TN,37865,
120.0,BELFOR CIR,ALCOA,TN,37701,
4334.0,DORAL DR,MURFREESBORO,TN,37127,
2202.0,E  14TH ST,CHATTANOOGA,TN,37404,
1650.0,DOLAN DR,MEMPHIS,TN,38116,
1191.0,E   HIGHWAY 11E,TALBOTT,TN,37877,
670.0,KEN PILKERTON DR,SMYRNA,TN,37167,
1104.0,GROVE MILL DR,LAVERGNE,TN,37086,
5310.0,INLET VIEW LN,CHATTANOOGA,TN,37343,
909.0,STEWART VALLEY DR,SMYRNA,TN,37167,
2508.0,RIDGECREST DR,CHATTANOOGA,TN,37406,
121.0,HARRISON LN,Sevier,TN,37865,
1089.0,N  LASSITER BARKER RD,Rutherford,TN,37149,
371.0,E JERE WHITSON RD,Putnam,TN,38501,
2106.0,OAK DR,MURFREESBORO,TN,37128,
1205.0,BOYNTON DR,CHATTANOOGA,TN,37402,22.0
734.0,BROWNLEE DR,NASHVILLE,TN,37205,
14208.0,AMBIANCE WAY,FRANKLIN,TN,37067,
265.0,STONEHAVEN CIR,FRANKLIN,TN,37064,
109.0,ROGERS LN,Sevier,TN,37876,
2115.0,N MAIN AV,Unicoi County,TN,37650,
3650.0,DILTON MANKIN RD,MURFREESBORO,TN,37127,
2658.0,JIM HOUSTON CT,MURFREESBORO,TN,37129,
9225.0,LAKEWOOD CIR,LAKESITE,TN,37379,
4559.0,S YELLOW BREECHES CREEK RD,Sevier,TN,37722,
5142.0,E   ALCOVE DR,GREENBACK,TN,37742,
0.0,HAMILTON TRL,Sullivan County,TN,37686,
1350.0,MACKEY BRANCH DR,CHATTANOOGA,TN,37421,114.0
3761.0,FOUNTAIN GATE ST,MEMPHIS,TN,38109,
6346.0,Old DAYTON PIKE,HAMILTON COUNTY,TN,37343,
4407.0,SUNNY MORNING CV,MEMPHIS,TN,38141,
1607.0,DICKENS CT,MURFREESBORO,TN,37129,
1414.0,OLD NILES FERRY RD,MARYVILLE,TN,37803,
5043.0,MIMOSA TRL,CHATTANOOGA,TN,37416,
4448.0,HANNAH FORD RD,Cheatham,TN,37143,
728.0,HARRISON FERRY RD,WHITE PINE,TN,37890,
0.0,GROVE ST,Carter County,TN,37601,
5184.0,ATHEY LN,CHATTANOOGA,TN,37416,
154.0,HICKS LN,SMYRNA,TN,37167,
9421.0,MORNING WOODS CV,MEMPHIS,TN,38016,
0.0,RACE STREET,Elizabethton,TN,37643,
6460.0,THUNDERBIRD DR,NASHVILLE,TN,37209,
3390.0,BROCKCREST CV,MEMPHIS,TN,38128,
629.0,READS LAKE RD,CHATTANOOGA,TN,37415,
2627.0,KEDZIE DR,MURFREESBORO,TN,37130,
348.0,FOUNTAIN CREST DR,MEMPHIS,TN,38120,
366.0,CARAWAY CV,MEMPHIS,TN,38117,
7473.0,WILKINSON RD,JOELTON,TN,37080,
490.0,FORTRESS BLVD,MURFREESBORO,TN,37128,
1406.0,SKYLINE DR,Johnson City,TN,37604,
1638.0,TOWNSEND BLVD,FRANKLIN,TN,37064,
132.0,BRADLEY GOUGE RD,Washington County,TN,37604,
2373.0,OAK HILL DR,MURFREESBORO,TN,37130,
1832.0,HARTWELL MNR N,COLLIERVILLE,TN,38017,
1217.0,AINLAY DR,NASHVILLE,TN,37217,
3659.0,S RUCKER RD,Murfreesboro,TN,37037,
4833.0,NINA MARIE AVE,MURFREESBORO,TN,37129,
2117.0,WOODCLIFF DR,Rutherford,TN,37167,
2336.0,TWAIN AVE,MEMPHIS,TN,38114,
1406.0,RIDGECREST RD,Johnson City,TN,37604,
110.0,MARY LEE WAY,Sevier,TN,37862,162.0
5510.0,MANCHESTER PIKE,Rutherford,TN,37127,
226.0,BROWNING RD,Washington County,TN,37690,
965.0,LITTLE SORREL RD,HAMILTON COUNTY,TN,37343,
5546.0,MASON RD,MEMPHIS,TN,38120,
618.0,STONEWALL ST,MEMPHIS,TN,38107,
4755.0,FRANKLIN RD,Murfreesboro,TN,37128,
1149.0,PALLWOOD RD,MEMPHIS,TN,38122,
1575.0,YORK AVE,MEMPHIS,TN,38104,
2791.0,PICKERING DR,MEMPHIS,TN,38115,
490.0,MORIE RD,DANDRIDGE,TN,37725,
909.0,FITZPATRICK RD,NASHVILLE,TN,37214,
210.0,MILL CREEK CT,SMYRNA,TN,37167,
7054.0,SILVER FOX ST, ,TN,37167,
579.0,CALLAWAY CT,CHATTANOOGA,TN,37421,
3218.0,GLEASON DR,EAST RIDGE,TN,37412,21.0
1742.0,MUDDY CREEK RD,DANDRIDGE,TN,37725,
85.0,ZACK WHITSON LN,Unicoi County,TN,37650,
8609.0,PEBBLESTONE DR,SODDY DAISY,TN,37379,
1118.0,DOUGLAS AVE,NASHVILLE,TN,37206,
2107.0,WESTCHESTER CIR,MEMPHIS,TN,38134,
3303.0,MASONWOOD DR,NASHVILLE,TN,37207,
1093.0,N  WATKINS ST,MEMPHIS,TN,38107,
202.0,TENNESSEE AVE,SIGNAL MOUNTAIN,TN,37377,
539.0,WHITECREST DR,MARYVILLE,TN,37801,
5321.0,RYAN ALLEN CIR,WHITES CREEK,TN,37189,
2542.0,NEWPORT HWY,Sevier,TN,37876,
7058.0,DANA MICHELLE LN,HAMILTON COUNTY,TN,37308,
116.0,COTTAGE PL,NASHVILLE,TN,37214,
300.0,N ROYAL OAKS BLVD,Franklin,TN,37067,
4435.0,ACADEMY RD,Putnam,TN,38506,
151.0,DUCKPOND DR,DANDRIDGE,TN,37725,
1515.0,AMBERWOOD CIR,MURFREESBORO,TN,37128,
1508.0,FORREST AVE,NASHVILLE,TN,37206,
813.0,NAYLOR AVE,MURFREESBORO,TN,37130,
1211.0,COLEMAN RD,Murfreesboro,TN,37127,
6766.0,KEYSTONE DR,MEMPHIS,TN,38115,
1443.0,TITUS RD,MEMPHIS,TN,38111,
506.0,TRUDY ST,Elizabethton,TN,37643,
115.0,PEBBLECREEK RD,FRANKLIN,TN,37064,
2105.0,N GREENWOOD DR,Johnson City,TN,37604,213.0
1415.0,LEO BAKER RD,Cheatham,TN,37043,
233.0,CROLL CT,CHATTANOOGA,TN,37410,
526.0,RACCOON TRL,CHATTANOOGA,TN,37419,
1400.0,GAINESBORO GRADE,Putnam,TN,38501,
2988.0,TUDOR ST,MEMPHIS,TN,38127,
1440.0,E  RAINES RD,MEMPHIS,TN,38116,
231.0,HILLCREST DR,Cheatham,TN,37015,
5420.0,SCHOOL DR,CHATTANOOGA,TN,37343,
1006.0,MOOREFIELD RD,COLLIERVILLE,TN,38017,
925.0,SHALLOWFORD RD,CHATTANOOGA,TN,37411,13.0
152.0,JAY ARMENTROUT RD,Washington County,TN,37659,
285.0,N  RUTHERFORD BLVD,MURFREESBORO,TN,37130,
911.0,HAMBLEN DR,MADISON,TN,37115,
508.0,ROCHESTER CLOSE,FRANKLIN,TN,37064,
3132.0,KETTLE CREEK DR,MEMPHIS,TN,38128,
201.0,ACKLEN PARK DR,NASHVILLE,TN,37203,32.0
2605.0,ALVINWOOD DR,NASHVILLE,TN,37214,
3992.0,ISLAND VIEW RD,SEVIERVILLE,TN,37876,
4668.0,PERCY RD,MEMPHIS,TN,38109,
1303.0,NEWSOME RD,Sevier,TN,37876,
700.0,MCCAIN DR,FRANKLIN,TN,37064,
13.0,FLORENCE ST,MEMPHIS,TN,38104,
420.0,W  CLARK BLVD,MURFREESBORO,TN,37129,
3601.0,PHILLIPS RD,Sevier,TN,37876,
128.0,WOODHAVEN,Carter County,TN,37658,
223.0,ROGER LEE LN,Sevier,TN,37865,
1131.0,VALLEY DR,Unicoi County,TN,37650,
2017.0,CLEARFIELD LN,CHATTANOOGA,TN,37405,
2911.0,ELMORE PARK RD,BARTLETT,TN,38134,
6331.0,LARAMIE CIR,CHATTANOOGA,TN,37421,
429.0,WAYNE AVE,CHATTANOOGA,TN,37405,
1914.0,RANDOLPH ST,CHATTANOOGA,TN,37404,
400.0,LAKECREST LN,Washington County,TN,37615,
101.0,GILLESPIE DR,Franklin,TN,37067,
2708.0,BRANTLEY PARK BLVD,Maryville,TN,37804,
5356.0,VIRGIL RD,BARTLETT,TN,38134,
475.0,SWANHOLME DR,MURFREESBORO,TN,37128,
11518.0,MELANIE LN,HAMILTON COUNTY,TN,37336,
892.0,FAIRGROUNDS RD,Cheatham,TN,37015,
4820.0,PENINSULA POINTE DR,HERMITAGE,TN,37076,
3003.0,10TH AVE,CHATTANOOGA,TN,37407,
3219.0,WINDSOR GREEN DR,MURFREESBORO,TN,37129,
