NUMBER,STREET,CITY,STATE,POSTCODE,UNIT
101.0,W EDMONTON DR,BISMARCK,ND,58503,
637.0,12 1/2 AVE E,WEST FARGO,ND,58078,
1723.0,9TH ST S,Fargo,ND,58103,
3378.0,PRIMROSE CT,GRAND FORKS,ND,58201,
1119.0,UNIVERSITY DR,BISMARCK,ND,58504,310.0
524.0,11TH ST W,WILLISTON,ND,58801,
1216.0,CHERRY ST,GRAND FORKS,ND,58201,
5451.0,138TH AVE NW,WILLISTON,ND,58801,
431.0,9TH ST E,WILLISTON,ND,58801,
4110.0,14TH AVE N,Fargo,ND,58102,12.0
1921.0,16TH ST S,Fargo,ND,58103,
1400.0,32ND AVE N,Fargo,ND,58102,159.0
2810.0,GATEWAY AVE,BISMARCK,ND,58503,207.0
801.0,S 19TH ST,GRAND FORKS,ND,58201,
4961.0,44TH AVE S,Fargo,ND,58104,105.0
415.0,WALNUT ST,GRAND FORKS,ND,58201,
5792.0,COTTONWOOD ST,GRAND FORKS,ND,58201,
5023.0,COPPER GATE DR,GRAND FORKS,ND,58203,
3670.0,4TH ST E,WEST FARGO,ND,58078,
4778.0,TOWNSITE PL S,Fargo,ND,58104,
4273.0,COVENTRY DR S,Fargo,ND,58104,
2712.0,OLIVE ST,GRAND FORKS,ND,58201,
1600.0,MAPLETON AVE,BISMARCK,ND,58503,103.0
66.0,EAST LYNMAR  N,Fargo,ND,58102,
330.0,GEORGE LN,HARWOOD,ND,58042,
919.0,S 7TH ST,BISMARCK,ND,58504,403.0
3055.0,40TH AVE S,Fargo,ND,58104,
504.0,E BROADWAY AVE,BISMARCK,ND,58501,
5200.0,11TH AVE S,GRAND FORKS,ND,58201,
5497.0,133RD AVE NW,WILLISTON,ND,58801,
3865.0,13TH AVE S,GRAND FORKS,ND,58201,
4610.0,SAGEBRUSH DR,BISMARCK,ND,58504,
331.0,KENYON AVE,GRANDIN,ND,58038,
2826.0,5TH ST W,WEST FARGO,ND,58078,
408.0,P51 BLVD E,KINDRED,ND,58051,
5445.0,48TH AVE S,Fargo,ND,58104,
2800.0,BERNELL DR,BISMARCK,ND,58503,
4466.0,47TH ST S,Fargo,ND,58104,103.0
4430.0,DENALI PL,BISMARCK,ND,58503,
3688.0,FILLMORE ST S,Fargo,ND,58104,
116.0,5TH ST NW,TIOGA,ND,58852,
2946.0,5TH ST W,WEST FARGO,ND,58078,
2707.0,32ND ST S,Fargo,ND,58103,
311.0,11TH AVE S,Fargo,ND,58103,203.0
665.0,32ND AVE E,WEST FARGO,ND,58078,
740.0,AIRPORT RD,BISMARCK,ND,58504,
900.0,HIGHLAND DR,WILLISTON,ND,58801,
4844.0,38TH AVE S,Fargo,ND,58104,
4701.0,17TH AVE S,Fargo,ND,58103,103.0
4730.0,TIMBER PKWY S,Fargo,ND,58104,102.0
4949.0,16TH AVE S,Fargo,ND,58103,117.0
2120.0,S 12TH ST,BISMARCK,ND,58504,117.0
724.0,5TH AVE S,GRAND FORKS,ND,58201,
600.0,S 9TH ST,BISMARCK,ND,58504,64.0
312.0,TRENT JONES DR,OXBOW,ND,58047,
1929.0,N WASHINGTON ST,BISMARCK,ND,58501,
4426.0,OVERLAND RD,BISMARCK,ND,58503,
628.0,10TH AVE N,Fargo,ND,58102,
941.0,MADISON LN,BISMARCK,ND,58503,
438.0,22ND ST S,Fargo,ND,58103,
1571.0,18TH AVE E,WEST FARGO,ND,58078,
1414.0,35TH ST S,Fargo,ND,58103,110.0
901.0,3RD ST E,WEST FARGO,ND,58078,
1119.0,UNIVERSITY DR,BISMARCK,ND,58504,1615.0
3553.0,47TH AVE S,Fargo,ND,58104,
1522.0,E BOWEN AVE,BISMARCK,ND,58501,
2518.0,13TH AVE W,WILLISTON,ND,58801,
207.0,MAIN ST W,Ramsey,ND,58338,
4628.0,BUNKER DR,BISMARCK,ND,58503,
1448.0,3RD AVE S,Fargo,ND,58103,
725.0,21ST ST N,Fargo,ND,58102,
2607.0,COBBLESTONE CT S,Fargo,ND,58103,
4256.0,COVENTRY DR S,Fargo,ND,58104,
1715.0,N 7TH ST,BISMARCK,ND,58501,
5537.0,43RD ST S,Fargo,ND,58104,
832.0,49TH AVE S,GRAND FORKS,ND,58201,
1420.0,N 19TH ST,BISMARCK,ND,58501,
1002.0,18TH ST N,Fargo,ND,58102,12.0
603.0,COUNTRYSIDE TRAILER CT S,Fargo,ND,58103,
241.0,SPRUCE ST,KINDRED,ND,58051,
4189.0,SUN CIR,GRAND FORKS,ND,58201,
3344.0,44TH AVE S,GRAND FORKS,ND,58201,
2520.0,CENTENNIAL RD,BISMARCK,ND,58503,607.0
1045.0,TACOMA AVE,BISMARCK,ND,58504,103.0
3120.0,33RD ST S,Fargo,ND,58103,208.0
4006.0,AVONDALE DR,BISMARCK,ND,58503,
3789.0,LUCKE LN W,GRAND FORKS,ND,58201,
1602.0,47TH ST S,Fargo,ND,58103,313.0
