NUMBER,STREET,CITY,STATE,POSTCODE,UNIT
28.0,LAUREL AVE,NEWARK,DE,19711,
408.0,COLLINS ST,BETHANY BEACH,DE,19930,
1704.0,N   PARK DR,WILMINGTON,DE,19806,
48.0,VALLEY FORGE RD,NEW CASTLE,DE,19720,
606.0,HARVEY RD,CLAYMONT,DE,19703,
39.0,E   MAIN ST,MIDDLETOWN,DE,19709,
24.0,ADAMS DAM RD,ROCKLAND,DE,19732,
345.0,TRENTINO TER,Clayton,DE,19938,
,LION HOPE RD,Kent,DE,19938,
105.0,NEWBURY CT,MIDDLETOWN,DE,19709,
9.0,N LAYTON AVE,Camden Wyoming,DE,19934,
33087.0,WHITNEY DR,MILLVILLE,DE,19967,
81.0,TURIN DR,Clayton,DE,19938,
28738.0,ONEALS RD,SEAFORD,DE,19973,
131.0,MALLARD WAY,MIDDLETOWN,DE,19709,
359.0,BLUECOAT ST,Dover,DE,19901,
901.0,HOPETON RD,WILMINGTON,DE,19807,
8.0,HIDDEN HILLS DR,SEAFORD,DE,19973,
17806.0,BEAVER DAM RD,LEWES,DE,19958,
6824.0,BIG STONE BEACH RD,Milford,DE,19963,
25.0,EASTWIND CT,NEWARK,DE,19713,
150.0,GLENN FOREST RD,Magnolia,DE,19962,
521.0,LAFAYETTE BLVD,WILMINGTON,DE,19801,
34098.0,HARVARD AV,MILLSBORO,DE,19966,
4.0,CLAYTON DR,Clayton,DE,19938,
249.0,RONS WAY,Smyrna,DE,19977,
18.0,BRADFORD RD,REHOBOTH BEACH,DE,19971,
51.0,N   WOODWARD AVE,WILMINGTON,DE,19805,
1517.0,ASHLAND CLINTON SCHOOL RD,HOCKESSIN,DE,19707,
2103.0,PRIOR RD,WILMINGTON,DE,19809,
2534.0,JEBB RD,Camden Wyoming,DE,19934,
2417.0,NEWELL DR,WILMINGTON,DE,19808,
29101.0,SOOTY TERN CIR,MILLSBORO,DE,19966,
17.0,MONTAGUE RD,NEWARK,DE,19713,
2119.0,MENSER WAY,WILMINGTON,DE,19802,
14429.0,OAK RD,GREENWOOD,DE,19950,
400.0,W   SUMMIT AVE,WILMINGTON,DE,19804,
4101.0,SUMMER BROOK WAY,MILFORD,DE,19963,
12.0,WHITEKIRK DR,WILMINGTON,DE,19808,
600.0,PASTURE LN,LAUREL,DE,19956,
899.0,MARROWS RD,NEWARK,DE,19713,
11198.0,SIXTH ST,BRIDGEVILLE,DE,19933,
1133.0,OLD LANCASTER PIKE,HOCKESSIN,DE,19707,
107.0,ASH AVENUE,NEWARK,DE,19711,
11.0,SEA SIDE DR,REHOBOTH BEACH,DE,19971,
105.0,MARIE CT,NEWARK,DE,19702,
2.0,GLENDALE BLVD,NEWARK,DE,19702,
21025.0,CAMP ARROWHEAD RD,LEWES,DE,19958,
26.0,W  WOODSIDE DR,MILFORD,DE,19963,
210.0,VICKERS DR,Milford,DE,19963,
8.0,KNIGHTS XING,NEWARK,DE,19713,
106.0,GLENOAK RD,WILMINGTON,DE,19805,
75.0,SIMONDS DR,NEW CASTLE,DE,19720,
18949.0,COASTAL HWY,REHOBOTH/DEWEY,DE,19971,
33426.0,DOWNING CIR,LEWES,DE,19958,
47.0,LONGLEAF LN,BEAR,DE,19701,
30.0,OSAGE RD,CLAYMONT,DE,19703,
134.0,LOG YARD LN,TOWNSEND,DE,19734,
4110.0,CHRISTIANA MDWS,BEAR,DE,19701,
30625.0,DUPONT BLVD,DAGSBORO,DE,19939,
5519.0,LIMERIC CIR,WILMINGTON,DE,19808,
8206.0,SCHOLAR DR,NEWARK,DE,19711,
1115.0,S   OLMSTED PKY,MIDDLETOWN,DE,19709,
24011.0,SHEA RD,MILLSBORO,DE,19966,
1834.0,CAPITOL TRL,NEWARK,DE,19711,
1917.0,LONGCOME DR,WILMINGTON,DE,19810,
35065.0,MEADOW DR,FRANKFORD,DE,19945,
5099.0,WHEATLEYS POND RD,Smyrna,DE,19977,
6.0,TULIP LN,NEW CASTLE,DE,19720,
1137.0,CARDIGAN RD,MIDDLETOWN,DE,19709,
31839.0,WAPLES ST,DAGSBORO,DE,19939,
111.0,VININGS WAY,NEWARK,DE,19702,
26986.0,HARBOR RD,MILLSBORO,DE,19966,
5.0,S   MAIN ST,MIDDLETOWN,DE,19709,
